Songtitle,Artist(s),uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
God's Country,['Blake Shelton'],spotify:track:1dyxS3YzBbL0t8rEVwVQ1K,0.538,0.752,10,-5.106,1,0.0396,0.0608,5.39e-06,0.118,0.217,139.984
Blue Water,['George Strait'],spotify:track:0w1G5m3XB6euVnY3gkZiTL,0.613,0.755,4,-5.234,1,0.025,0.365,0.0,0.193,0.637,84.003
You (feat. Alexander Stewart),"['Shaggy', 'Alexander Stewart']",spotify:track:6zUnVnCCm02H7NP2R6It54,0.745,0.725,10,-5.527,0,0.0938,0.0381,0.0,0.0791,0.595,100.045
Pushing All My Friends Away,['Quinn Lewis'],spotify:track:6e0qFPZu62n297s5VwjAs0,0.649,0.484,0,-7.966,1,0.171,0.547,0.0,0.112,0.595,163.908
Hurricane,['I Prevail'],spotify:track:2GFwwTIVLjnOrtP7m9luHC,0.389,0.885,6,-5.063,0,0.0551,0.000372,0.000311,0.202,0.187,164.989
What Sucks About Love (feat. Tory Lanez),"['Chris Burton', 'Tory Lanez']",spotify:track:7trnqgCjoV1LPh5qjZDM5C,0.756,0.475,6,-7.96,0,0.0411,0.0585,0.0,0.131,0.579,127.078
End Like This,['Rhys Lewis'],spotify:track:08dQKOhfHtLxgOLRONAqp3,0.745,0.673,8,-5.91,0,0.0711,0.662,0.0,0.18,0.525,122.851
"Heaven, We're Already Here",['The Maine'],spotify:track:48Kt0Zugeset3zlvhLPJmz,0.464,0.812,7,-4.987,1,0.039,0.0228,0.0,0.138,0.365,75.99
Lights On,['Izzy Bizu'],spotify:track:0vpBmYdeqltCcOpufZCLcx,0.669,0.511,1,-5.499,1,0.101,0.0508,0.00483,0.0982,0.406,76.016
Kids Are Alright,['Tate McRae'],spotify:track:3OXjT67T0GiQk2IcVbsmgE,0.51,0.58,1,-8.189,1,0.356,0.159,0.000131,0.075,0.292,191.523
atlas,['keshi'],spotify:track:5q9eIN6RXrs4e5PsRTXMpp,0.568,0.546,5,-8.013,1,0.035,0.539,0.0,0.108,0.156,119.949
Amelie,['The Faim'],spotify:track:18SCRO7uUmegECp0Hu4oHB,0.455,0.84,8,-2.924,0,0.0935,0.212,4.45e-06,0.201,0.486,149.965
BTW,['Shaylen'],spotify:track:4Igg8qC0SbRvDw85XTwnDB,0.791,0.557,0,-5.16,0,0.0404,0.159,1e-06,0.363,0.611,93.021
Walk The Line,['Micky James'],spotify:track:7cfvcrlemXUPOiaGvKaTQm,0.522,0.946,11,-5.691,0,0.0419,0.0328,0.0,0.438,0.782,134.981
Витаминка,['Tima Belorusskih'],spotify:track:792c14LiectozZczjylkfW,0.783,0.781,0,-5.337,1,0.0646,0.0562,0.0,0.0812,0.192,143.865
Life,['Zivert'],spotify:track:7wuImZKolFIecoQZicRgTr,0.67,0.703,11,-6.313,0,0.214,0.2,0.0,0.0803,0.434,120.008
Pavasari,['Laika Suns'],spotify:track:0upIWTZL9QCP0kvMZq8Ap1,0.702,0.759,4,-6.584,0,0.0368,0.0247,0.0,0.364,0.45,105.985
Дождь,['Tima Belorusskih'],spotify:track:5mzaqNE4A653wtSNfM7JOa,0.697,0.616,4,-9.347,0,0.209,0.174,0.0,0.129,0.481,119.879
Взял и полетел,['Tima Belorusskih'],spotify:track:2yGwX3lajLEmbB69WoQlcd,0.799,0.675,9,-8.005,1,0.0735,0.361,0.0,0.0962,0.226,119.983
Девочка-песня,['Tima Belorusskih'],spotify:track:4QYROy1wp7USa4zSd27eLA,0.879,0.467,0,-12.697,0,0.347,0.613,0.0,0.164,0.727,120.009
Песня - SOS,['Tima Belorusskih'],spotify:track:5CUa7P9uEAFO5K4IGJLE28,0.632,0.518,4,-6.008,1,0.0867,0.502,0.0,0.123,0.366,129.8
Руферы,['Tima Belorusskih'],spotify:track:4StDDmHZQd4kVtXabWJVnk,0.736,0.488,10,-9.058,0,0.2,0.24,3.87e-06,0.176,0.284,125.686
RASSVET,['Tima Belorusskih'],spotify:track:7rC7t5YbkugvOR3suVBEVh,0.683,0.577,11,-11.87,0,0.257,0.263,5.33e-05,0.12,0.316,119.932
Цветочный сад,['Tima Belorusskih'],spotify:track:1aACYAYSdGV6UwrRCWsOLA,0.783,0.743,5,-7.754,0,0.0322,0.226,3.56e-05,0.097,0.434,130.01
Мальчик бабл-гам,['Tima Belorusskih'],spotify:track:3hQtQbCO3gNGiLm1B0hBYt,0.725,0.614,1,-8.771,0,0.413,0.0962,0.0,0.0819,0.389,144.011
Привет давай перевернем,['Tima Belorusskih'],spotify:track:5ONyLjORH9ktUxdpboFBej,0.875,0.439,7,-14.398,0,0.387,0.549,0.0,0.145,0.388,116.045
Возвращаться уже поздно,['Tima Belorusskih'],spotify:track:3i7g4HHixTUp7492WBTlyz,0.776,0.63,11,-8.008,0,0.196,0.453,1.24e-06,0.142,0.114,100.062
Искры,['Tima Belorusskih'],spotify:track:28GRtnMXa7kLsjjNzc9YeP,0.844,0.644,9,-8.532,0,0.288,0.148,0.0,0.144,0.322,119.936
Не онлайн,['Tima Belorusskih'],spotify:track:1gNCzNqbCfeOWWVV6ze4It,0.886,0.644,1,-8.115,0,0.0887,0.609,2.59e-05,0.358,0.327,112.038
О простом,['Tima Belorusskih'],spotify:track:5xbUScIPyrQ1E8uJf6crmf,0.938,0.431,6,-12.355,0,0.227,0.307,0.0,0.0955,0.723,110.021
Я больше не напишу,['Tima Belorusskih'],spotify:track:0GIBtSTQyN628HWOaPLxf2,0.837,0.556,0,-7.974,1,0.28,0.365,0.0,0.0955,0.519,126.078
Get It Right (feat. MØ),"['Diplo', 'MØ']",spotify:track:68m6iwhKElLTBaGRG1LLwE,0.456,0.833,0,-4.242,1,0.0964,0.108,1.71e-05,0.0592,0.261,159.808
Beautiful Wreck,['MØ'],spotify:track:3Phjn4zJ34ZiEVUngyccY5,0.677,0.501,10,-5.949,1,0.0569,0.29,0.0,0.0965,0.506,114.012
Mercy (feat. What So Not & Two Feet),"['MØ', 'What So Not', 'Two Feet']",spotify:track:2AZnaJ9MLerdNPS1BmmzZD,0.513,0.526,3,-4.659,0,0.0314,0.343,0.0,0.14,0.113,123.858
Don't Leave,"['Snakehips', 'MØ']",spotify:track:0Zx8khUcEfCFK2AEoIhC92,0.657,0.703,1,-3.402,1,0.0753,0.222,0.0,0.256,0.338,122.381
Blur (feat. Foster The People),"['MØ', 'Foster The People']",spotify:track:653SgdD6rQ9YPtsqRgQVzm,0.616,0.809,1,-4.775,0,0.033,0.0148,0.0,0.718,0.468,140.007
Don't Wanna Dance,['MØ'],spotify:track:5XgY31mRfciAX9aWufAsxh,0.674,0.822,5,-4.247,1,0.0482,0.386,0.0,0.15,0.727,130.002
New Year's Eve,['MØ'],spotify:track:7gf342BtbOwdEioHSNlGbX,0.613,0.34,7,-7.936,1,0.0261,0.865,0.0,0.122,0.271,117.956
I Don't Wanna Be Here,['FLAVIA'],spotify:track:4U0Wmm2Acc0h4XJU737Uft,0.395,0.626,1,-6.801,0,0.0735,0.147,0.0,0.0878,0.394,94.209
All My Life - Acoustic,['DallasK'],spotify:track:5ptW1QpWIdx29oap5Oqpfd,0.663,0.551,3,-6.634,0,0.0292,0.0677,0.0,0.404,0.306,113.938
Colourful,['Kalpee'],spotify:track:6ucHahYYlkqcTVvEeZB016,0.702,0.518,2,-11.118,1,0.0663,0.0209,0.000293,0.256,0.474,92.972
Over Getting over You,['Johann Beach'],spotify:track:35tja9RULBNuldNKcQmfKQ,0.827,0.617,10,-7.648,1,0.0475,0.521,0.00015,0.171,0.271,100.008
Back 2 You,['King & Joker'],spotify:track:5G0ylmpHR8P5ImTNj3zweZ,0.631,0.672,2,-5.872,1,0.0394,0.0549,5.05e-05,0.0808,0.518,100.072
Heroine,['Marc E. Bassy'],spotify:track:6HayhkHnKvOsXACqhAXym9,0.517,0.732,2,-5.893,1,0.0618,0.00219,2.08e-05,0.193,0.424,203.918
Signs,['Starley'],spotify:track:19lOMN0oCjw5s0Li8FnMPJ,0.756,0.489,8,-5.138,1,0.0972,0.517,0.0,0.116,0.609,99.11
Cut The Cord (feat. Patrik Jean) - Acoustic,"['Felix Jaehn', 'Patrik Jean']",spotify:track:6Z7KTi6NetO7NX3OOJ7uey,0.634,0.544,1,-5.857,0,0.0306,0.111,0.0,0.0989,0.265,140.101
Like Me,['Dylan Jordan'],spotify:track:3AtUYOxwotnSkSN8CiBvOE,0.755,0.62,10,-5.451,0,0.0323,0.0241,1.76e-05,0.213,0.18,98.033
Where I'm Going,"['Miles Away', 'Ronak']",spotify:track:2vUlCHtBmmuqwo13BhrKOr,0.559,0.802,5,-4.831,1,0.0436,0.0479,4.21e-06,0.0957,0.302,100.057
World's on Fire,"['BRÅVES', 'Nikki Reed']",spotify:track:4IhYtk2lhVMODr5KpgSJfJ,0.419,0.293,7,-8.157,1,0.0313,0.626,0.0,0.0724,0.331,109.211
Easy,['X Lovers'],spotify:track:1m7V5oEat21GraFuyq0xwa,0.484,0.432,3,-8.539,1,0.0328,0.253,0.0,0.124,0.455,82.931
Psycho - Acoustic,"['Shaun Reynolds', 'Kaycee Da Silva']",spotify:track:7KVEFOQswtLncwG3aIksLF,0.678,0.331,10,-10.626,1,0.0442,0.825,0.0,0.108,0.418,140.069
Focus,['LUKA'],spotify:track:5BDAxj9AN862DsgDfhJ7AM,0.833,0.719,2,-4.289,0,0.0432,0.0923,1.79e-05,0.135,0.428,128.023
Always You,['Ava Bryant'],spotify:track:6qUlgnjdFRZB2o05h9QY4m,0.72,0.594,1,-9.086,1,0.0379,0.0332,2.13e-05,0.0651,0.515,125.989
Chit Chat,['Small Talk'],spotify:track:36Qy3bLHeEeDHCTOFyykpL,0.804,0.679,1,-7.399,1,0.175,0.132,1.32e-05,0.215,0.816,100.016
Palm Trees,['Sam Johnson'],spotify:track:1yP8uoxTuZiCT505zmmtsV,0.691,0.56,6,-8.399,1,0.0359,0.111,8.8e-06,0.149,0.309,104.99
I Don't Love You (I'm Just Lonely) - Acoustic,['Junge Junge'],spotify:track:02WH2lgCCZg8xmwmlbDAa8,0.818,0.456,0,-7.419,1,0.038,0.823,7.35e-05,0.127,0.784,113.992
Never Be Far,['Carsen'],spotify:track:4ztPtEnTCcHX2V6mBaQMei,0.731,0.184,1,-9.483,1,0.0545,0.825,0.0,0.0925,0.651,127.798
November Song,['Life of Dillon'],spotify:track:5NAGCs2ZwoR5UKlo2jtlcH,0.537,0.523,2,-6.215,1,0.0279,0.612,0.0,0.403,0.158,99.934
Fall Down,"['Hanne Mjøen', 'Jimi Somewhere']",spotify:track:3e7GGBkDNJObpJlEGTSpAk,0.642,0.809,10,-4.761,1,0.0275,0.181,0.0,0.0809,0.301,107.01
Higher Ground,['SKAAR'],spotify:track:3DjTPYpKXu20hmrmnT4iqd,0.559,0.631,5,-7.197,1,0.0992,0.526,1.39e-06,0.107,0.17,143.879
Hyperreal,['Trafton'],spotify:track:2s82NfBFcO3tW4zzowvFy9,0.504,0.49,5,-10.331,0,0.0478,0.624,0.000216,0.115,0.231,105.929
Close to Me,['Isaiah Firebrace'],spotify:track:2WLXZmFallDipTFAr5MT1h,0.755,0.621,10,-3.522,0,0.0757,0.338,0.0,0.248,0.449,79.996
Beaches,['Brett Koolik'],spotify:track:5XuxBvwWnw0xkf3R6tm07R,0.443,0.251,3,-12.289,1,0.0316,0.875,0.0,0.119,0.264,134.485
One Last Song,['Elena Coats'],spotify:track:4gYrm1B0nFgOyglViotvUN,0.502,0.608,2,-8.33,1,0.0387,0.523,0.0,0.0692,0.484,150.047
Green Light,['Katie Buxton'],spotify:track:6HCk5le8xmoKHvHT60B8Ts,0.515,0.377,4,-8.928,1,0.0343,0.666,0.0,0.0846,0.0879,116.86
Into You - Acoustic Version,"['Matisse & Sadko', 'Hanne Mjøen']",spotify:track:4pgX15KGFNTHQFZg7GL3n8,0.467,0.26,8,-9.568,1,0.0284,0.865,0.0,0.293,0.228,145.786
85%,"['Loote', 'gnash']",spotify:track:3t1XqbvvUtM3SHwf0qKQV0,0.589,0.662,7,-7.403,1,0.042,0.401,0.0,0.147,0.405,140.088
Don't Trip,['Zacari'],spotify:track:7cmo9x1P3bjRUsXXFQVZOu,0.696,0.638,6,-6.342,1,0.063,0.0808,0.000779,0.0799,0.331,87.02
Undo,['Transviolet'],spotify:track:37M3OdQDrqzHSYwgMC7Jgi,0.686,0.518,7,-7.03,1,0.0654,0.332,0.00946,0.17,0.149,93.949
Small Victory,['Transviolet'],spotify:track:2LRTsa2jsdflVRlUxkXb5e,0.747,0.594,0,-7.242,0,0.0465,0.0536,0.000954,0.0816,0.389,98.031
Girls Your Age,['Transviolet'],spotify:track:3wchQBokK9IDtoYrw14gpK,0.427,0.398,0,-9.553,0,0.0536,0.453,0.00479,0.0903,0.114,139.249
Long Shot,['Transviolet'],spotify:track:5GGA2q0EaY1b7nWfmN208T,0.575,0.284,8,-9.254,1,0.0333,0.54,0.0202,0.107,0.0541,114.939
Bloodstream,['Transviolet'],spotify:track:5heAk2X8BG2BUHGfR08pn3,0.616,0.61,5,-6.837,1,0.033,0.0219,2.92e-05,0.107,0.157,120.044
Close,['Transviolet'],spotify:track:0nLZjAV9GDXUTa64Osygp9,0.642,0.828,0,-6.191,1,0.0413,0.186,0.0,0.288,0.498,100.037
Bad Intentions,['Transviolet'],spotify:track:4Y276xfc49pfokqHc0yrk1,0.738,0.614,7,-7.148,0,0.0508,0.0753,4.59e-06,0.124,0.385,109.978
Under,['Transviolet'],spotify:track:7hMo6nQzko1l75FGXgodBu,0.598,0.776,9,-5.19,1,0.0678,0.103,7.02e-06,0.0822,0.434,147.939
Undo,['Transviolet'],spotify:track:0QngbMECLVbzZm7i58HkVP,0.686,0.518,7,-7.03,1,0.0654,0.332,0.00946,0.17,0.149,93.949
Future,['Transviolet'],spotify:track:6AzodcPEJtRce4f9aQeA1Z,0.731,0.816,11,-5.595,1,0.0891,0.467,0.000458,0.189,0.22,109.943
LA Love,['Transviolet'],spotify:track:1gWyfdndP9uUPRdKnTsJxx,0.664,0.659,0,-5.387,1,0.0246,0.021,0.00514,0.112,0.543,95.018
New Bohemia,['Transviolet'],spotify:track:3pKNiSzelPOJWV4lKP4IRB,0.495,0.888,6,-5.275,0,0.161,0.00982,0.000136,0.135,0.434,171.863
Night Vision,['Transviolet'],spotify:track:5tPCeTPAu78V76OcJJtFNl,0.56,0.515,3,-6.598,1,0.0276,0.000885,8.56e-05,0.332,0.118,121.07
X Games,['Au/Ra'],spotify:track:7bZL8w4bwW1a7KFte4Fntv,0.677,0.465,11,-8.543,0,0.0531,0.084,9.81e-05,0.0996,0.432,135.954
BLUE,['Zaia'],spotify:track:1Roxb5PucuEVW34lGHRhMY,0.833,0.807,8,-4.187,1,0.0552,0.00722,0.0644,0.119,0.926,115.954
Air,['Brain Rapp'],spotify:track:6CulS7lZ20d99Chdjvripb,0.796,0.551,11,-7.719,1,0.141,0.131,0.0,0.112,0.246,116.982
What Do I Know,['Gabrielle Papillon'],spotify:track:0ENF7jyUumJcunSTYY3lkE,0.597,0.39,9,-5.375,0,0.0282,0.495,1.5e-06,0.0883,0.169,86.023
This Rut,['Wise Child'],spotify:track:0DzKUdm9mpH2R6gbKCuhQL,0.601,0.738,9,-7.091,1,0.0357,0.0978,0.664,0.1,0.311,133.05
Scars,"['Drea Réal', 'Prod. By K-Money', 'St. Loreto']",spotify:track:4TJfVp5hZIZWta5Q7lP8ak,0.739,0.746,10,-6.747,1,0.116,0.51,2.87e-06,0.183,0.163,99.981
Not Lonely,['Sam Boot'],spotify:track:2BiDEShESwS6snTUgqNxej,0.458,0.684,6,-5.358,1,0.22,0.264,0.0,0.0428,0.35,99.992
Model Student,['Grady'],spotify:track:0io3G1JEQNfmjZnsu6h3nw,0.52,0.592,5,-4.415,1,0.0908,0.127,3.29e-06,0.391,0.214,150.271
Strawberry Shortcake,['Goodie Bag'],spotify:track:1laalf0THR0WmH8DxVPxzf,0.718,0.356,1,-12.811,0,0.0303,0.376,0.000756,0.13,0.605,114.943
Waste,['Twen'],spotify:track:5DrjvdwLpDqN4lyyeS7X1J,0.375,0.688,1,-5.94,0,0.0437,0.000488,0.0,0.0759,0.473,117.34
Warm Blooded,['Keelan Mak'],spotify:track:4vBWGO5LrTXkG2DzSpV2YP,0.526,0.652,1,-4.064,1,0.0416,0.0315,6.47e-06,0.142,0.46,78.114
4,['Eleni Drake'],spotify:track:0n3b6J9rczZB7XRRY7fGzl,0.849,0.458,9,-6.126,0,0.103,0.631,3.08e-05,0.209,0.543,78.009
Mariam,['Morgan Powers'],spotify:track:3vaOwlduWlnF3nhRETTkgi,0.666,0.208,5,-15.252,1,0.0293,0.86,0.000656,0.107,0.321,99.148
24 Hours,['Postcard Boy'],spotify:track:17Ko2HhcCAHaXYLwV4uC8C,0.638,0.381,4,-10.807,1,0.0289,0.386,0.00815,0.124,0.15,127.904
Heartbreaker,['Vast Hill'],spotify:track:5q45veCo7yT5Y3PY7FjEFI,0.664,0.727,6,-4.746,0,0.0288,0.011,0.00422,0.558,0.665,110.002
Blue Magnolia,"['Electrophunck', 'David Ramirez']",spotify:track:1V8uKUowXESXVWmmBcRZHa,0.625,0.538,4,-8.377,0,0.039,0.181,0.00396,0.093,0.49,150.017
Stromboli,['Simon On The Moon'],spotify:track:2xTFNXtCU8uNxNo5TwVsmi,0.614,0.622,4,-10.195,0,0.154,0.552,0.406,0.131,0.446,119.921
Your Saddest Sorrow Sails a Boat,['Eric Unger'],spotify:track:0bgjxJlKGIxbRxb58KBk6p,0.447,0.653,11,-7.488,0,0.029,0.0883,9.73e-05,0.191,0.618,142.171
Can We,['Phonte'],spotify:track:2sTeopW9eWJkEQhOnRmfB9,0.445,0.583,0,-10.219,0,0.0535,0.688,0.0079,0.0614,0.298,94.764
Break Free,['Parting Lines'],spotify:track:5MCXEUEeeVUdOfpf2LZHnI,0.701,0.688,0,-6.783,1,0.0283,0.0488,0.000579,0.437,0.873,122.097
Moody,['Savannah Sgro'],spotify:track:3shC46YOFThDw9VPAhjq8Y,0.667,0.461,5,-8.452,1,0.0352,0.192,6.42e-05,0.0723,0.259,135.915
Like That,['Annie Green'],spotify:track:1HPs0jH1Z4oRMvOQFsTZlW,0.75,0.661,9,-5.347,0,0.151,0.0912,0.0,0.0851,0.715,77.484
Gold Beach,['Juan Alban'],spotify:track:4YFA6yJ3MR5QJiVRwTlHSt,0.6,0.592,7,-8.091,1,0.0275,0.467,0.000512,0.359,0.285,122.037
Peer Pressure,['Surf Trash'],spotify:track:6OwZMFo758eoPUUz2yMcwg,0.47,0.941,6,-5.298,0,0.123,0.00111,0.000103,0.119,0.662,90.01
Me and You,['Caroline Romano'],spotify:track:5LZe0ZyrXO32Ok82xYeGiz,0.759,0.724,0,-5.912,1,0.2,0.0823,1.52e-05,0.103,0.674,110.024
Money over Matter,['Sounds Like FRANCO'],spotify:track:2hawEmUPdlqmtQxIF9xRz4,0.679,0.82,10,-4.928,0,0.0554,0.0147,0.00385,0.0869,0.926,89.999
Demons and Angels,['LOWBORN'],spotify:track:48tjG2oKWT9msX6ZpgzgWD,0.567,0.583,6,-8.711,0,0.0301,0.00119,7.01e-06,0.341,0.499,140.032
Don't You Worry Child - Radio Edit,"['Swedish House Mafia', 'John Martin']",spotify:track:1MlAkYV0nbRKWhhfvTt3zc,0.614,0.832,11,-3.419,0,0.0522,0.11,0.0,0.185,0.429,129.038
Clarity,"['Zedd', 'Foxes']",spotify:track:3HrozUzUsMLPNWwuYUHwdV,0.509,0.781,8,-3.48,1,0.072,0.0398,0.0,0.0749,0.176,128.0
Lean On,"['Major Lazer', 'MØ', 'DJ Snake']",spotify:track:5wldXGLEOoRXxMWJ8rIUWE,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007
Heroes (we could be),"['Alesso', 'Tove Lo']",spotify:track:3zU9rdflI65tK4dkkNSp77,0.503,0.748,5,-4.124,1,0.0619,0.0305,0.0,0.343,0.356,125.896
Lights - Bassnectar Remix,"['Ellie Goulding', 'Bassnectar']",spotify:track:3nPpCn5nYTMg0ajmzv57Jq,0.528,0.775,1,-4.877,1,0.0285,0.00356,0.542,0.778,0.261,140.015
Runaway (U & I),['Galantis'],spotify:track:4qABfS1RaGVXdBhj2BQyhO,0.506,0.805,1,-4.119,1,0.0469,0.00711,0.00193,0.0856,0.383,126.008
Latch,"['Disclosure', 'Sam Smith']",spotify:track:1BltsyC5W3SAABdxyrDXwi,0.503,0.727,1,-5.456,1,0.167,0.0159,9.45e-05,0.0895,0.521,121.985
One More Time,['Daft Punk'],spotify:track:0DiWol3AO6WpXZgp0goxAV,0.611,0.697,2,-8.618,1,0.133,0.0193,0.0,0.332,0.476,122.752
The Longest Road - deadmau5 Remix Edit,"['Morgan Page', 'Lissie', 'deadmau5']",spotify:track:77w8cBOdasP7aNcPD9Dec8,0.699,0.737,1,-6.724,1,0.0368,0.00385,0.000471,0.0392,0.543,124.981
Levels - Radio Edit,['Avicii'],spotify:track:5QjJgPU8AJeickx34f7on6,0.605,0.873,1,-5.938,0,0.0344,0.0534,0.837,0.314,0.476,126.026
I Can't Stop,['Flux Pavilion'],spotify:track:5WSL7UTa38jMWoBzObD4BD,0.524,0.601,0,-13.399,0,0.0335,0.00108,0.601,0.398,0.314,139.972
Save The World,['Swedish House Mafia'],spotify:track:65hRZOQkVjmBdusz1N7aOv,0.507,0.665,0,-7.598,1,0.0474,0.0144,0.0,0.0759,0.4,126.879
Titanium (feat. Sia),"['David Guetta', 'Sia']",spotify:track:0lHAMNU8RGiIObScrsRgmP,0.604,0.788,0,-3.673,0,0.103,0.0678,0.153,0.127,0.301,126.06
Habits (Stay High) - Hippie Sabotage Remix,"['Tove Lo', 'Hippie Sabotage']",spotify:track:62N2JSA0jHmSH7Va9t7hIf,0.735,0.686,4,-7.562,0,0.0366,0.00108,0.874,0.0933,0.0656,121.011
Ocean Drive,['Duke Dumont'],spotify:track:0b6wdul3A5sQNpIOv03OxP,0.686,0.718,8,-5.054,0,0.0431,0.00637,0.000703,0.119,0.557,115.026
Show Me Love - Radio Edit,"['Steve Angello', 'Laidback Luke', 'Robin S']",spotify:track:5Nzph7bpgv2GNh2DcVX29T,0.651,0.854,5,-4.167,1,0.0574,0.497,0.0,0.122,0.571,129.893
Shooting Stars,['Bag Raiders'],spotify:track:0UeYCHOETPfai02uskjJ3x,0.636,0.72,11,-6.195,1,0.0432,0.0893,0.0178,0.0868,0.425,124.944
I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,"['Avicii', 'Nicky Romero']",spotify:track:1sh6lL6cmlcwhqZKGiKBua,0.509,0.79,6,-3.782,0,0.0374,0.332,6.67e-05,0.316,0.638,127.946
Call On Me - Radio Edit,['Eric Prydz'],spotify:track:6E0dc82Da4W5QWXR8ktoGT,0.606,0.847,10,-5.96,1,0.403,0.00553,0.00169,0.819,0.483,126.257
Alive,['Krewella'],spotify:track:2SHnUyZq0zwmvRIl4WY77G,0.663,0.822,9,-2.909,1,0.0557,0.00413,0.00318,0.234,0.567,128.002
Promises,['NERO'],spotify:track:4A7qcJp2Sg867JST1pSPJz,0.489,0.952,9,-4.372,0,0.0616,4.5e-05,0.00639,0.469,0.293,143.935
I Got U,"['Duke Dumont', 'Jax Jones']",spotify:track:69gQgkobVW8bWjoCjBYQUd,0.636,0.761,9,-7.752,0,0.035,0.00377,0.00784,0.0851,0.463,120.837
Say My Name (feat. Zyra),"['ODESZA', 'Zyra']",spotify:track:1LeItUMezKA1HdCHxYICed,0.749,0.745,6,-7.367,0,0.0479,0.0041,0.395,0.0748,0.347,115.048
Stereo Love - Molella RMX Radio Edit,"['Edward Maya', 'Vika Jigulina']",spotify:track:3q8zQsSAO8KX4zCuOyte1n,0.697,0.77,1,-5.132,0,0.0427,0.199,5e-06,0.106,0.386,127.062
Feel So Close - Radio Edit,['Calvin Harris'],spotify:track:7KwxVnKZeEI50gGYLYoAHM,0.706,0.924,7,-2.842,1,0.031,0.000943,0.00881,0.206,0.915,127.938
We Found Love (feat. Rihanna),"['Calvin Harris', 'Rihanna']",spotify:track:0385HqYimoTQaHZP17KwG1,0.738,0.776,1,-4.808,1,0.0392,0.0234,0.0018,0.0775,0.608,127.984
Real Love,"['Clean Bandit', 'Jess Glynne']",spotify:track:59swFMbWuPBEJLnJyUGo2Q,0.63,0.848,0,-4.592,1,0.0428,0.0834,4.34e-06,0.205,0.551,124.987
Down The Road,['C2C'],spotify:track:1x5MjCffpcdHLf65eR9r3T,0.72,0.595,2,-6.109,0,0.0976,0.0672,4.73e-05,0.0775,0.486,111.0
Sweet Nothing (feat. Florence Welch),"['Calvin Harris', 'Florence Welch']",spotify:track:0lsqtZVyovtBSQtWdD44LH,0.572,0.93,8,-3.942,0,0.111,0.193,0.000109,0.0567,0.577,127.941
You,['Galantis'],spotify:track:3vToiuX2Xqi1iMIhsDJn2s,0.184,0.871,8,-3.245,0,0.0661,0.00837,0.167,0.15,0.21,127.972
Wasted,"['Tiësto', 'Matthew Koma']",spotify:track:77OuOZhDxJSQLYnNIpX2AG,0.638,0.816,2,-5.503,1,0.0308,0.00149,0.00115,0.195,0.386,112.014
Heaven,"['DJ Sammy', 'D/O']",spotify:track:0KT6DLAELYSbgfUemzwGPX,0.565,0.942,8,-6.821,1,0.0518,0.00107,0.000406,0.152,0.568,137.973
Sexy Bitch (feat. Akon),"['David Guetta', 'Akon']",spotify:track:0uXO2GrNiIb1xHT9LUdxZE,0.813,0.627,11,-5.018,0,0.0486,0.0771,0.000616,0.131,0.801,130.011
Time Bomb,['The Spacies'],spotify:track:36GOgsWgOjmW9OWlbZk7sO,0.46,0.578,6,-7.56,1,0.0325,0.0322,0.0,0.075,0.104,128.005
Hesitate,['The Spacies'],spotify:track:7pdUtOMO4NrWEEKtacXYqd,0.569,0.69,7,-7.535,1,0.0304,0.0521,0.0,0.281,0.2,128.071
Round & Round,['The Spacies'],spotify:track:6NzjdVLDL8RivkBF4nyKfG,0.542,0.722,11,-8.032,1,0.0431,0.0301,0.0,0.0807,0.71,80.03
Fell in Love,['The Spacies'],spotify:track:2tJNwuNXTmbIoLyetAUXPU,0.731,0.595,0,-7.724,1,0.0317,0.67,3.57e-06,0.119,0.407,99.948
Sleep Walking,['The Spacies'],spotify:track:6jrFE2WGnZWYAA3jRcmhM7,0.604,0.637,3,-8.459,0,0.0306,0.645,1.21e-06,0.118,0.407,110.043
Lighting Up The Night,"['Adara', 'The Spacies']",spotify:track:2M7ZZ0rve79hgVLLwkoSLP,0.406,0.75,1,-5.312,1,0.0399,0.0943,0.0,0.348,0.211,128.921
Out Of Time,['The Spacies'],spotify:track:4rJv9G13y8RsvxYFzy2MDa,0.496,0.842,5,-5.69,1,0.0598,0.219,0.0,0.0973,0.404,159.959
Time Bomb,['The Spacies'],spotify:track:51IvzKTrLMZEWSlO80wCXM,0.46,0.578,6,-7.56,1,0.0325,0.0322,0.0,0.075,0.104,128.005
Slow Mo,['The Spacies'],spotify:track:3j2K9vNqP4L2CnHscXNIPb,0.536,0.612,1,-7.736,0,0.0383,0.0154,0.0,0.0752,0.263,142.074
Infinity,['The Spacies'],spotify:track:2IOS7iQXQm7z92P96ZpuvY,0.485,0.601,11,-6.68,1,0.0366,0.0607,0.0,0.187,0.203,128.057
The One That Got Away,['The Spacies'],spotify:track:7j8ZlwIGVmtLQcXQb93iNn,0.603,0.662,0,-7.223,1,0.0291,0.545,0.0,0.105,0.24,119.979
Pictures,['The Spacies'],spotify:track:5nNlOyT2w5l1BQ31SoHtXa,0.633,0.685,1,-8.55,1,0.0433,0.563,0.000216,0.14,0.367,102.028
